submission_id,question_id,answer
1770,11,Yes
1770,12,Yes
1770,13,Yes
1770,14,No
1770,15,Yes
1770,16,Yes
1770,17,Yes
1770,18,4
1770,19,"Low stock on napkins, requested restock."
1771,10,Yes
1771,11,Yes
1771,12,Yes
1771,13,Yes
1771,14,Yes
1771,15,Yes
1771,16,Yes
1771,17,Yes
1771,18,5
1771,19,All checks completed as normal.
1772,1,Yes
1772,2,Yes
1772,3,Yes
1772,4,Yes
1772,5,Yes
1772,6,No
1772,7,Yes
1772,8,Yes
1772,9,3
1773,10,Yes
1773,11,Yes
1773,12,Yes
1773,13,Yes
1773,14,Yes
1773,15,Yes
1773,16,Yes
1773,17,Yes
1773,18,4
1773,19,New crew member trained on register today.
1774,1,Yes
1774,2,Yes
1774,3,Yes
1774,4,Yes
1774,5,Yes
1774,6,Yes
1774,7,Yes
1774,8,No
1774,9,3
1775,10,Yes
1775,11,Yes
1775,12,No
1775,13,Yes
1775,14,Yes
1775,15,Yes
1775,16,Yes
1775,17,No
1775,18,3
1775,19,"Busy night, all tasks completed on time."
1776,1,Yes
1776,2,Yes
1776,3,No
1776,4,Yes
1776,5,Yes
1776,6,Yes
1776,7,Yes
1776,8,Yes
1776,9,4
1777,10,Yes
1777,11,Yes
1777,12,Yes
1777,13,Yes
1777,14,Yes
1777,15,Yes
1777,16,Yes
1777,17,Yes
1777,18,5
1777,19,"Delivery arrived late, adjusted prep schedule."
1778,1,Yes
1778,2,Yes
1778,3,Yes
1778,4,Yes
1778,5,Yes
1778,6,Yes
1778,7,Yes
1778,8,Yes
1778,9,4
1779,10,Yes
1779,11,Yes
1779,12,Yes
1779,13,Yes
1779,14,Yes
1779,15,No
1779,16,Yes
1779,17,Yes
1779,18,5
1779,19,Everything in order for tomorrow's opening.
1780,1,Yes
1780,2,Yes
1780,3,Yes
1780,4,Yes
1780,5,Yes
1780,6,No
1780,7,Yes
1780,8,Yes
1780,9,4
1781,10,Yes
1781,11,Yes
1781,12,No
1781,13,Yes
1781,14,No
1781,15,Yes
1781,16,Yes
1781,17,No
1781,18,4
1781,19,New crew member trained on register today.
1782,1,Yes
1782,2,Yes
1782,3,Yes
1782,4,Yes
1782,5,Yes
1782,6,Yes
1782,7,Yes
1782,8,Yes
1782,9,4
1783,10,Yes
1783,11,Yes
1783,12,Yes
1783,13,Yes
1783,14,Yes
1783,15,Yes
1783,16,Yes
1783,17,Yes
1783,18,4
1783,19,"Busy night, all tasks completed on time."
1784,1,Yes
1784,2,Yes
1784,3,Yes
1784,4,No
1784,5,Yes
1784,6,Yes
1784,7,Yes
1784,8,Yes
1784,9,3
1785,10,Yes
1785,11,Yes
1785,12,Yes
1785,13,Yes
1785,14,Yes
1785,15,Yes
1785,16,Yes
1785,17,Yes
1785,18,4
1785,19,"Quiet evening, no issues."
1786,1,No
1786,2,Yes
1786,3,No
1786,4,Yes
1786,5,Yes
1786,6,Yes
1786,7,Yes
1786,8,No
1786,9,4
1787,10,Yes
1787,11,Yes
1787,12,Yes
1787,13,Yes
1787,14,Yes
1787,15,Yes
1787,16,Yes
1787,17,Yes
1787,18,4
1787,19,"All good, nothing to report."
1788,1,No
1788,2,Yes
1788,3,Yes
1788,4,Yes
1788,5,Yes
1788,6,No
1788,7,Yes
1788,8,Yes
1788,9,4
1789,10,Yes
1789,11,Yes
1789,12,Yes
1789,13,Yes
1789,14,Yes
1789,15,Yes
1789,16,Yes
1789,17,Yes
1789,18,5
1789,19,Slight delay in closing due to late customers.
1790,1,Yes
1790,2,Yes
1790,3,Yes
1790,4,Yes
1790,5,No
1790,6,No
1790,7,Yes
1790,8,Yes
1790,9,4
1791,10,Yes
1791,11,Yes
1791,12,Yes
1791,13,Yes
1791,14,Yes
1791,15,Yes
1791,16,Yes
1791,17,Yes
1791,18,4
1791,19,"Minor spill in dining area, cleaned promptly."
1792,1,Yes
1792,2,Yes
1792,3,Yes
1792,4,Yes
1792,5,No
1792,6,Yes
1792,7,No
1792,8,Yes
1792,9,4
1793,10,Yes
1793,11,Yes
1793,12,Yes
1793,13,No
1793,14,Yes
1793,15,Yes
1793,16,Yes
1793,17,Yes
1793,18,3
1793,19,"Quiet evening, no issues."
1794,1,No
1794,2,Yes
1794,3,Yes
1794,4,Yes
1794,5,Yes
1794,6,Yes
1794,7,Yes
1794,8,Yes
1794,9,4
1795,10,Yes
1795,11,No
1795,12,No
1795,13,Yes
1795,14,No
1795,15,Yes
1795,16,Yes
1795,17,Yes
1795,18,5
1795,19,"Busy night, all tasks completed on time."
1796,1,Yes
1796,2,Yes
1796,3,Yes
1796,4,Yes
1796,5,No
1796,6,Yes
1796,7,Yes
1796,8,Yes
1796,9,4
1797,10,Yes
1797,11,Yes
1797,12,Yes
1797,13,Yes
1797,14,Yes
1797,15,No
1797,16,Yes
1797,17,Yes
1797,18,4
1797,19,"Busy night, all tasks completed on time."
1798,1,Yes
1798,2,Yes
1798,3,Yes
1798,4,Yes
1798,5,Yes
1798,6,Yes
1798,7,No
1798,8,Yes
1798,9,3
1799,1,Yes
1799,2,Yes
1799,3,No
1799,4,Yes
1799,5,Yes
1799,6,Yes
1799,7,Yes
1799,8,Yes
1799,9,4
1800,10,No
1800,11,Yes
1800,12,Yes
1800,13,Yes
1800,14,Yes
1800,15,Yes
1800,16,Yes
1800,17,Yes
1800,18,4
1800,19,"Low stock on napkins, requested restock."
1801,1,Yes
1801,2,Yes
1801,3,No
1801,4,No
1801,5,Yes
1801,6,Yes
1801,7,Yes
1801,8,No
1801,9,3
1802,1,Yes
1802,2,No
1802,3,Yes
1802,4,Yes
1802,5,Yes
1802,6,Yes
1802,7,Yes
1802,8,Yes
1802,9,4
1803,10,No
1803,11,Yes
1803,12,Yes
1803,13,Yes
1803,14,Yes
1803,15,Yes
1803,16,Yes
1803,17,Yes
1803,18,4
1803,19,"Delivery arrived late, adjusted prep schedule."
1804,10,Yes
1804,11,Yes
1804,12,Yes
1804,13,Yes
1804,14,Yes
1804,15,Yes
1804,16,Yes
1804,17,Yes
1804,18,4
1804,19,"All good, nothing to report."
1805,1,Yes
1805,2,Yes
1805,3,No
1805,4,Yes
1805,5,Yes
1805,6,Yes
1805,7,Yes
1805,8,Yes
1805,9,4
1806,10,Yes
1806,11,Yes
1806,12,Yes
1806,13,Yes
1806,14,Yes
1806,15,Yes
1806,16,Yes
1806,17,No
1806,18,4
1806,19,New crew member trained on register today.
1807,10,Yes
1807,11,Yes
1807,12,Yes
1807,13,Yes
1807,14,Yes
1807,15,Yes
1807,16,Yes
1807,17,Yes
1807,18,5
1807,19,"Quiet evening, no issues."
1808,1,Yes
1808,2,Yes
1808,3,Yes
1808,4,Yes
1808,5,Yes
1808,6,Yes
1808,7,Yes
1808,8,Yes
1808,9,4
1809,10,Yes
1809,11,Yes
1809,12,Yes
1809,13,Yes
1809,14,No
1809,15,Yes
1809,16,No
1809,17,Yes
1809,18,4
1809,19,"Low stock on napkins, requested restock."
1810,1,Yes
1810,2,Yes
1810,3,Yes
1810,4,Yes
1810,5,No
1810,6,Yes
1810,7,Yes
1810,8,Yes
1810,9,4
1811,10,Yes
1811,11,Yes
1811,12,Yes
1811,13,Yes
1811,14,Yes
1811,15,Yes
1811,16,Yes
1811,17,Yes
1811,18,3
1811,19,"Minor spill in dining area, cleaned promptly."
1812,1,Yes
1812,2,Yes
1812,3,Yes
1812,4,Yes
1812,5,No
1812,6,No
1812,7,Yes
1812,8,Yes
1812,9,4
1813,10,Yes
1813,11,Yes
1813,12,Yes
1813,13,Yes
1813,14,Yes
1813,15,Yes
1813,16,No
1813,17,Yes
1813,18,3
1813,19,"Minor spill in dining area, cleaned promptly."
1814,1,Yes
1814,2,Yes
1814,3,Yes
1814,4,Yes
1814,5,No
1814,6,Yes
1814,7,Yes
1814,8,Yes
1814,9,5
1815,1,Yes
1815,2,Yes
1815,3,Yes
1815,4,Yes
1815,5,Yes
1815,6,Yes
1815,7,Yes
1815,8,Yes
1815,9,5
1816,10,Yes
1816,11,Yes
1816,12,Yes
1816,13,Yes
1816,14,Yes
1816,15,No
1816,16,Yes
1816,17,Yes
1816,18,4
1816,19,Everything in order for tomorrow's opening.
1817,1,No
1817,2,Yes
1817,3,Yes
1817,4,Yes
1817,5,Yes
1817,6,Yes
1817,7,Yes
1817,8,No
1817,9,5
1818,10,Yes
1818,11,Yes
1818,12,Yes
1818,13,Yes
1818,14,Yes
1818,15,Yes
1818,16,Yes
1818,17,Yes
1818,18,4
1818,19,"Minor spill in dining area, cleaned promptly."
1819,1,Yes
1819,2,Yes
1819,3,Yes
1819,4,Yes
1819,5,Yes
1819,6,No
1819,7,Yes
1819,8,Yes
1819,9,5
1820,10,No
1820,11,Yes
1820,12,Yes
1820,13,Yes
1820,14,Yes
1820,15,Yes
1820,16,Yes
1820,17,Yes
1820,18,4
1820,19,"Low stock on napkins, requested restock."
1821,1,Yes
1821,2,Yes
1821,3,Yes
1821,4,Yes
1821,5,Yes
1821,6,Yes
1821,7,Yes
1821,8,Yes
1821,9,4
1822,10,Yes
1822,11,Yes
1822,12,Yes
1822,13,Yes
1822,14,Yes
1822,15,Yes
1822,16,Yes
1822,17,Yes
1822,18,3
1822,19,"Minor spill in dining area, cleaned promptly."
1823,1,Yes
1823,2,Yes
1823,3,Yes
1823,4,Yes
1823,5,Yes
1823,6,Yes
1823,7,Yes
1823,8,Yes
1823,9,4
1824,1,No
1824,2,Yes
1824,3,Yes
1824,4,No
1824,5,Yes
1824,6,No
1824,7,Yes
1824,8,No
1824,9,4
1825,10,Yes
1825,11,Yes
1825,12,Yes
1825,13,Yes
1825,14,Yes
1825,15,Yes
1825,16,Yes
1825,17,Yes
1825,18,4
1825,19,"Busy night, all tasks completed on time."
1826,1,Yes
1826,2,Yes
1826,3,Yes
1826,4,Yes
1826,5,Yes
1826,6,Yes
1826,7,Yes
1826,8,No
1826,9,5
1827,10,No
1827,11,Yes
1827,12,Yes
1827,13,Yes
1827,14,Yes
1827,15,Yes
1827,16,Yes
1827,17,No
1827,18,5
1827,19,Everything in order for tomorrow's opening.
1828,1,Yes
1828,2,Yes
1828,3,No
1828,4,Yes
1828,5,Yes
1828,6,No
1828,7,Yes
1828,8,Yes
1828,9,5
1829,10,Yes
1829,11,Yes
1829,12,Yes
1829,13,Yes
1829,14,Yes
1829,15,Yes
1829,16,Yes
1829,17,No
1829,18,4
1829,19,"All good, nothing to report."
1830,1,Yes
1830,2,Yes
1830,3,Yes
1830,4,Yes
1830,5,Yes
1830,6,Yes
1830,7,Yes
1830,8,No
1830,9,5
1831,10,Yes
1831,11,Yes
1831,12,Yes
1831,13,Yes
1831,14,Yes
1831,15,Yes
1831,16,Yes
1831,17,Yes
1831,18,5
1831,19,"Delivery arrived late, adjusted prep schedule."
1832,1,Yes
1832,2,Yes
1832,3,Yes
1832,4,Yes
1832,5,Yes
1832,6,Yes
1832,7,No
1832,8,Yes
1832,9,4
1833,10,Yes
1833,11,Yes
1833,12,Yes
1833,13,Yes
1833,14,Yes
1833,15,Yes
1833,16,Yes
1833,17,Yes
1833,18,2
1833,19,"Low stock on napkins, requested restock."
1834,1,Yes
1834,2,Yes
1834,3,Yes
1834,4,Yes
1834,5,No
1834,6,Yes
1834,7,Yes
1834,8,Yes
1834,9,4
1835,10,Yes
1835,11,No
1835,12,Yes
1835,13,Yes
1835,14,Yes
1835,15,Yes
1835,16,Yes
1835,17,Yes
1835,18,4
1835,19,"Quiet evening, no issues."
1836,1,Yes
1836,2,Yes
1836,3,Yes
1836,4,Yes
1836,5,Yes
1836,6,Yes
1836,7,Yes
1836,8,No
1836,9,3
1837,10,Yes
1837,11,No
1837,12,Yes
1837,13,Yes
1837,14,Yes
1837,15,Yes
1837,16,Yes
1837,17,Yes
1837,18,4
1837,19,All checks completed as normal.
1838,1,No
1838,2,Yes
1838,3,No
1838,4,Yes
1838,5,Yes
1838,6,No
1838,7,No
1838,8,No
1838,9,5
1839,10,Yes
1839,11,Yes
1839,12,No
1839,13,Yes
1839,14,Yes
1839,15,Yes
1839,16,Yes
1839,17,Yes
1839,18,4
1839,19,"Compressor on the walk-in cooler sounds off, flagging for maintenance."
1840,10,Yes
1840,11,Yes
1840,12,Yes
1840,13,Yes
1840,14,Yes
1840,15,Yes
1840,16,No
1840,17,Yes
1840,18,3
1840,19,Everything in order for tomorrow's opening.
1841,1,Yes
1841,2,No
1841,3,Yes
1841,4,Yes
1841,5,Yes
1841,6,Yes
1841,7,Yes
1841,8,No
1841,9,5
1842,1,Yes
1842,2,Yes
1842,3,Yes
1842,4,Yes
1842,5,Yes
1842,6,Yes
1842,7,Yes
1842,8,Yes
1842,9,5
1843,1,Yes
1843,2,Yes
1843,3,Yes
1843,4,Yes
1843,5,Yes
1843,6,Yes
1843,7,No
1843,8,Yes
1843,9,5
1844,10,Yes
1844,11,Yes
1844,12,Yes
1844,13,No
1844,14,No
1844,15,Yes
1844,16,No
1844,17,Yes
1844,18,4
1844,19,All checks completed as normal.
1845,10,Yes
1845,11,Yes
1845,12,Yes
1845,13,Yes
1845,14,Yes
1845,15,No
1845,16,Yes
1845,17,Yes
1845,18,3
1845,19,"Two crew members called in sick, closing took longer than usual."
1846,1,Yes
1846,2,Yes
1846,3,Yes
1846,4,Yes
1846,5,No
1846,6,Yes
1846,7,Yes
1846,8,Yes
1846,9,4
1847,1,Yes
1847,2,No
1847,3,Yes
1847,4,No
1847,5,Yes
1847,6,Yes
1847,7,Yes
1847,8,Yes
1847,9,4
1848,1,No
1848,2,No
1848,3,Yes
1848,4,Yes
1848,5,Yes
1848,6,Yes
1848,7,Yes
1848,8,Yes
1848,9,3
1849,10,No
1849,11,Yes
1849,12,Yes
1849,13,Yes
1849,14,Yes
1849,15,Yes
1849,16,Yes
1849,17,Yes
1849,18,3
1849,19,"Short-staffed again tonight, had to pull crew from other stations."
1850,1,Yes
1850,2,Yes
1850,3,No
1850,4,Yes
1850,5,No
1850,6,Yes
1850,7,Yes
1850,8,Yes
1850,9,4
1851,1,Yes
1851,2,No
1851,3,Yes
1851,4,No
1851,5,Yes
1851,6,Yes
1851,7,Yes
1851,8,Yes
1851,9,2
1852,1,No
1852,2,Yes
1852,3,No
1852,4,No
1852,5,Yes
1852,6,Yes
1852,7,Yes
1852,8,Yes
1852,9,4
1853,1,Yes
1853,2,Yes
1853,3,No
1853,4,Yes
1853,5,Yes
1853,6,Yes
1853,7,No
1853,8,Yes
1853,9,3
1854,10,No
1854,11,Yes
1854,12,Yes
1854,13,Yes
1854,14,Yes
1854,15,No
1854,16,No
1854,17,Yes
1854,18,5
1854,19,"Low stock on napkins, requested restock."
1855,10,Yes
1855,11,Yes
1855,12,Yes
1855,13,No
1855,14,Yes
1855,15,Yes
1855,16,No
1855,17,Yes
1855,18,1
1855,19,"Minor spill in dining area, cleaned promptly."
1856,10,No
1856,11,No
1856,12,No
1856,13,Yes
1856,14,Yes
1856,15,No
1856,16,Yes
1856,17,Yes
1856,18,4
1856,19,"Ice machine still making noise, might need service."
1857,10,Yes
1857,11,Yes
1857,12,Yes
1857,13,Yes
1857,14,Yes
1857,15,No
1857,16,Yes
1857,17,Yes
1857,18,3
1857,19,"Compressor on the walk-in cooler sounds off, flagging for maintenance."
1858,1,No
1858,2,No
1858,3,Yes
1858,4,Yes
1858,5,No
1858,6,Yes
1858,7,No
1858,8,Yes
1858,9,3
1859,1,Yes
1859,2,No
1859,3,No
1859,4,Yes
1859,5,Yes
1859,6,Yes
1859,7,Yes
1859,8,Yes
1859,9,2
1860,10,Yes
1860,11,Yes
1860,12,Yes
1860,13,Yes
1860,14,Yes
1860,15,Yes
1860,16,Yes
1860,17,Yes
1860,18,2
1860,19,"Busy night, all tasks completed on time."
1861,1,No
1861,2,Yes
1861,3,Yes
1861,4,Yes
1861,5,No
1861,6,Yes
1861,7,Yes
1861,8,No
1861,9,3
1862,10,Yes
1862,11,Yes
1862,12,No
1862,13,Yes
1862,14,Yes
1862,15,Yes
1862,16,Yes
1862,17,No
1862,18,4
1862,19,Slight delay in closing due to late customers.
1863,1,Yes
1863,2,Yes
1863,3,Yes
1863,4,No
1863,5,Yes
1863,6,No
1863,7,No
1863,8,Yes
1863,9,2
1864,10,Yes
1864,11,Yes
1864,12,No
1864,13,Yes
1864,14,Yes
1864,15,No
1864,16,Yes
1864,17,Yes
1864,18,5
1864,19,"All good, nothing to report."
1865,1,Yes
1865,2,Yes
1865,3,Yes
1865,4,No
1865,5,Yes
1865,6,Yes
1865,7,No
1865,8,Yes
1865,9,3
1866,10,Yes
1866,11,Yes
1866,12,No
1866,13,Yes
1866,14,No
1866,15,Yes
1866,16,Yes
1866,17,Yes
1866,18,3
1866,19,"Low stock on napkins, requested restock."
1867,10,Yes
1867,11,Yes
1867,12,Yes
1867,13,Yes
1867,14,No
1867,15,No
1867,16,Yes
1867,17,Yes
1867,18,3
1867,19,"Minor spill in dining area, cleaned promptly."
1868,10,No
1868,11,Yes
1868,12,Yes
1868,13,No
1868,14,Yes
1868,15,Yes
1868,16,Yes
1868,17,Yes
1868,18,4
1868,19,"Quiet evening, no issues."
1869,10,No
1869,11,No
1869,12,No
1869,13,No
1869,14,Yes
1869,15,No
1869,16,No
1869,17,Yes
1869,18,4
1869,19,"Walk-in freezer temperature crept up again this evening, keeping an eye on it."
1870,10,Yes
1870,11,Yes
1870,12,Yes
1870,13,Yes
1870,14,Yes
1870,15,Yes
1870,16,Yes
1870,17,Yes
1870,18,3
1870,19,"Ice machine still making noise, might need service."
1871,1,Yes
1871,2,No
1871,3,No
1871,4,No
1871,5,No
1871,6,Yes
1871,7,No
1871,8,Yes
1871,9,4
1872,10,Yes
1872,11,Yes
1872,12,Yes
1872,13,Yes
1872,14,Yes
1872,15,Yes
1872,16,No
1872,17,No
1872,18,4
1872,19,Everything in order for tomorrow's opening.
1873,1,No
1873,2,Yes
1873,3,No
1873,4,Yes
1873,5,Yes
1873,6,No
1873,7,No
1873,8,No
1873,9,3
1874,10,Yes
1874,11,Yes
1874,12,Yes
1874,13,Yes
1874,14,No
1874,15,Yes
1874,16,Yes
1874,17,No
1874,18,2
1874,19,All checks completed as normal.
1875,1,No
1875,2,Yes
1875,3,Yes
1875,4,No
1875,5,No
1875,6,Yes
1875,7,Yes
1875,8,No
1875,9,4
1876,10,Yes
1876,11,Yes
1876,12,No
1876,13,Yes
1876,14,No
1876,15,Yes
1876,16,Yes
1876,17,No
1876,18,3
1876,19,New crew member trained on register today.
1877,10,No
1877,11,No
1877,12,Yes
1877,13,Yes
1877,14,Yes
1877,15,Yes
1877,16,Yes
1877,17,No
1877,18,3
1877,19,"All good, nothing to report."
1878,1,Yes
1878,2,Yes
1878,3,Yes
1878,4,Yes
1878,5,Yes
1878,6,Yes
1878,7,No
1878,8,Yes
1878,9,2
1879,1,No
1879,2,Yes
1879,3,No
1879,4,Yes
1879,5,Yes
1879,6,No
1879,7,Yes
1879,8,Yes
1879,9,3
1880,1,No
1880,2,No
1880,3,Yes
1880,4,Yes
1880,5,No
1880,6,Yes
1880,7,No
1880,8,No
1880,9,3
1881,1,Yes
1881,2,No
1881,3,Yes
1881,4,Yes
1881,5,Yes
1881,6,No
1881,7,Yes
1881,8,Yes
1881,9,3
1882,10,Yes
1882,11,No
1882,12,No
1882,13,Yes
1882,14,Yes
1882,15,Yes
1882,16,Yes
1882,17,No
1882,18,2
1882,19,"All good, nothing to report."
1883,1,Yes
1883,2,No
1883,3,No
1883,4,No
1883,5,No
1883,6,Yes
1883,7,Yes
1883,8,Yes
1883,9,2
1884,10,No
1884,11,No
1884,12,Yes
1884,13,Yes
1884,14,No
1884,15,No
1884,16,No
1884,17,No
1884,18,3
1884,19,"Two crew members called in sick, closing took longer than usual."
1885,10,Yes
1885,11,No
1885,12,No
1885,13,Yes
1885,14,Yes
1885,15,No
1885,16,Yes
1885,17,No
1885,18,3
1885,19,All checks completed as normal.
1886,1,No
1886,2,Yes
1886,3,No
1886,4,No
1886,5,Yes
1886,6,Yes
1886,7,No
1886,8,Yes
1886,9,2
1887,1,Yes
1887,2,Yes
1887,3,No
1887,4,No
1887,5,Yes
1887,6,Yes
1887,7,Yes
1887,8,Yes
1887,9,4
1888,1,No
1888,2,Yes
1888,3,Yes
1888,4,Yes
1888,5,No
1888,6,No
1888,7,Yes
1888,8,Yes
1888,9,3
1889,10,No
1889,11,Yes
1889,12,No
1889,13,Yes
1889,14,Yes
1889,15,No
1889,16,Yes
1889,17,No
1889,18,2
1889,19,"Two crew members called in sick, closing took longer than usual."
1890,10,Yes
1890,11,Yes
1890,12,No
1890,13,Yes
1890,14,Yes
1890,15,No
1890,16,Yes
1890,17,No
1890,18,3
1890,19,"Walk-in freezer temperature crept up again this evening, keeping an eye on it."
1891,1,Yes
1891,2,No
1891,3,Yes
1891,4,Yes
1891,5,Yes
1891,6,Yes
1891,7,Yes
1891,8,Yes
1891,9,4
1892,10,Yes
1892,11,No
1892,12,No
1892,13,Yes
1892,14,Yes
1892,15,Yes
1892,16,Yes
1892,17,Yes
1892,18,3
1892,19,"Two crew members called in sick, closing took longer than usual."
1893,10,No
1893,11,Yes
1893,12,No
1893,13,No
1893,14,Yes
1893,15,No
1893,16,No
1893,17,No
1893,18,2
1893,19,Everything in order for tomorrow's opening.
1894,1,Yes
1894,2,No
1894,3,Yes
1894,4,Yes
1894,5,Yes
1894,6,Yes
1894,7,Yes
1894,8,No
1894,9,2
1895,10,No
1895,11,No
1895,12,Yes
1895,13,No
1895,14,No
1895,15,Yes
1895,16,Yes
1895,17,No
1895,18,3
1895,19,"Minor spill in dining area, cleaned promptly."
1896,1,No
1896,2,No
1896,3,Yes
1896,4,No
1896,5,Yes
1896,6,Yes
1896,7,No
1896,8,No
1896,9,1
1897,10,No
1897,11,No
1897,12,Yes
1897,13,No
1897,14,No
1897,15,No
1897,16,Yes
1897,17,Yes
1897,18,1
1897,19,"Walk-in freezer temperature crept up again this evening, keeping an eye on it."
1898,1,Yes
1898,2,No
1898,3,No
1898,4,Yes
1898,5,Yes
1898,6,Yes
1898,7,No
1898,8,Yes
1898,9,3
1899,1,Yes
1899,2,Yes
1899,3,No
1899,4,No
1899,5,No
1899,6,No
1899,7,Yes
1899,8,No
1899,9,3
1900,1,No
1900,2,No
1900,3,No
1900,4,No
1900,5,Yes
1900,6,No
1900,7,Yes
1900,8,No
1900,9,3
1901,10,Yes
1901,11,Yes
1901,12,Yes
1901,13,Yes
1901,14,No
1901,15,No
1901,16,No
1901,17,Yes
1901,18,3
1901,19,New crew member trained on register today.
1902,1,No
1902,2,No
1902,3,Yes
1902,4,Yes
1902,5,No
1902,6,No
1902,7,Yes
1902,8,Yes
1902,9,2
1903,10,Yes
1903,11,No
1903,12,Yes
1903,13,No
1903,14,Yes
1903,15,No
1903,16,Yes
1903,17,No
1903,18,4
1903,19,"Walk-in freezer temperature crept up again this evening, keeping an eye on it."
1904,10,No
1904,11,Yes
1904,12,No
1904,13,No
1904,14,No
1904,15,No
1904,16,Yes
1904,17,Yes
1904,18,2
1904,19,"All good, nothing to report."
1905,10,No
1905,11,No
1905,12,Yes
1905,13,No
1905,14,No
1905,15,Yes
1905,16,Yes
1905,17,No
1905,18,3
1905,19,"All good, nothing to report."
1906,1,No
1906,2,Yes
1906,3,Yes
1906,4,Yes
1906,5,No
1906,6,Yes
1906,7,No
1906,8,No
1906,9,2
1907,1,Yes
1907,2,No
1907,3,Yes
1907,4,No
1907,5,Yes
1907,6,Yes
1907,7,No
1907,8,No
1907,9,3
1908,10,No
1908,11,No
1908,12,Yes
1908,13,No
1908,14,No
1908,15,Yes
1908,16,Yes
1908,17,No
1908,18,2
1908,19,"All good, nothing to report."
1909,1,Yes
1909,2,No
1909,3,No
1909,4,No
1909,5,Yes
1909,6,Yes
1909,7,Yes
1909,8,No
1909,9,3
1910,10,Yes
1910,11,No
1910,12,Yes
1910,13,No
1910,14,Yes
1910,15,Yes
1910,16,Yes
1910,17,No
1910,18,3
1910,19,"Low stock on napkins, requested restock."
1911,1,Yes
1911,2,Yes
1911,3,No
1911,4,No
1911,5,Yes
1911,6,Yes
1911,7,No
1911,8,No
1911,9,3
1912,10,No
1912,11,Yes
1912,12,No
1912,13,No
1912,14,Yes
1912,15,No
1912,16,Yes
1912,17,Yes
1912,18,1
1912,19,"All good, nothing to report."
1913,1,No
1913,2,No
1913,3,No
1913,4,Yes
1913,5,No
1913,6,No
1913,7,Yes
1913,8,No
1913,9,2
1914,10,No
1914,11,No
1914,12,Yes
1914,13,No
1914,14,Yes
1914,15,Yes
1914,16,Yes
1914,17,No
1914,18,3
1914,19,"Two crew members called in sick, closing took longer than usual."
1915,1,No
1915,2,Yes
1915,3,No
1915,4,No
1915,5,No
1915,6,No
1915,7,Yes
1915,8,No
1915,9,2
1916,1,Yes
1916,2,Yes
1916,3,Yes
1916,4,Yes
1916,5,Yes
1916,6,Yes
1916,7,Yes
1916,8,Yes
1916,9,5
1917,10,Yes
1917,11,Yes
1917,12,Yes
1917,13,Yes
1917,14,Yes
1917,15,Yes
1917,16,Yes
1917,17,Yes
1917,18,4
1917,19,Slight delay in closing due to late customers.
1918,1,Yes
1918,2,Yes
1918,3,Yes
1918,4,Yes
1918,5,No
1918,6,No
1918,7,Yes
1918,8,Yes
1918,9,5
1919,10,Yes
1919,11,Yes
1919,12,Yes
1919,13,Yes
1919,14,Yes
1919,15,Yes
1919,16,Yes
1919,17,Yes
1919,18,3
1919,19,"Delivery arrived late, adjusted prep schedule."
1920,1,Yes
1920,2,Yes
1920,3,Yes
1920,4,Yes
1920,5,Yes
1920,6,Yes
1920,7,Yes
1920,8,Yes
1920,9,3
1921,10,Yes
1921,11,Yes
1921,12,Yes
1921,13,Yes
1921,14,Yes
1921,15,Yes
1921,16,Yes
1921,17,Yes
1921,18,4
1921,19,Slight delay in closing due to late customers.
1922,1,Yes
1922,2,Yes
1922,3,Yes
1922,4,Yes
1922,5,Yes
1922,6,Yes
1922,7,Yes
1922,8,No
1922,9,3
1923,10,Yes
1923,11,Yes
1923,12,Yes
1923,13,Yes
1923,14,Yes
1923,15,Yes
1923,16,Yes
1923,17,Yes
1923,18,5
1923,19,"Quiet evening, no issues."
1924,1,Yes
1924,2,Yes
1924,3,Yes
1924,4,Yes
1924,5,Yes
1924,6,Yes
1924,7,Yes
1924,8,Yes
1924,9,4
1925,10,Yes
1925,11,Yes
1925,12,No
1925,13,Yes
1925,14,Yes
1925,15,Yes
1925,16,Yes
1925,17,Yes
1925,18,2
1925,19,"Minor spill in dining area, cleaned promptly."
1926,1,Yes
1926,2,Yes
1926,3,Yes
1926,4,Yes
1926,5,Yes
1926,6,Yes
1926,7,Yes
1926,8,Yes
1926,9,4
1927,10,Yes
1927,11,Yes
1927,12,Yes
1927,13,Yes
1927,14,Yes
1927,15,Yes
1927,16,Yes
1927,17,Yes
1927,18,5
1927,19,New crew member trained on register today.
1928,1,Yes
1928,2,Yes
1928,3,Yes
1928,4,Yes
1928,5,Yes
1928,6,Yes
1928,7,Yes
1928,8,Yes
1928,9,4
1929,10,Yes
1929,11,Yes
1929,12,Yes
1929,13,No
1929,14,Yes
1929,15,Yes
1929,16,Yes
1929,17,Yes
1929,18,4
1929,19,New crew member trained on register today.
1930,1,Yes
1930,2,Yes
1930,3,Yes
1930,4,Yes
1930,5,Yes
1930,6,Yes
1930,7,Yes
1930,8,Yes
1930,9,4
1931,10,Yes
1931,11,Yes
1931,12,Yes
1931,13,Yes
1931,14,Yes
1931,15,Yes
1931,16,Yes
1931,17,Yes
1931,18,4
1931,19,New crew member trained on register today.
1932,1,Yes
1932,2,Yes
1932,3,Yes
1932,4,Yes
1932,5,Yes
1932,6,Yes
1932,7,No
1932,8,Yes
1932,9,5
1933,1,Yes
1933,2,Yes
1933,3,Yes
1933,4,Yes
